0.0;26.84;3.0;27.11
60.0;26.86;3.01;27.13
0.0;27.01;3.01;27.29
0.0;27.07;3.01;27.37
60.0;27.13;3.01;27.41
0.0;27.15;3.01;27.45
140.319;27.16;3.01;27.45
313.335;27.25;3.01;27.53
490.693;27.34;3.01;27.62
0.0;29.18;1.19;29.18
0.0;29.19;1.18;29.19
60.0;29.19;1.15;29.19
120.0;29.2;1.14;29.19
0.0;29.2;1.12;29.19
0.0;29.35;0.64;29.29
0.0;29.34;0.62;29.28
0.0;29.36;0.54;29.3
0.0;29.38;0.47;29.32
60.0;29.39;0.44;29.33
0.0;29.4;0.43;29.34
60.0;29.4;0.41;29.34
0.0;29.4;0.41;29.34
0.0;29.43;0.35;29.34
60.0;0.09;0.0;29.24
120.0;0.07;0.0;29.15
180.0;0.07;0.0;29.13
240.0;0.05;0.0;29.11
300.0;0.06;0.0;29.1
360.0;0.07;0.0;29.08
420.0;0.07;0.0;29.07
480.0;0.04;0.0;29.05
540.0;0.05;0.0;29.04
600.0;0.07;0.0;29.03
660.0;0.06;0.0;29.02
720.0;0.06;0.0;29.0
780.0;0.05;0.0;28.98
840.0;0.06;0.0;28.98
900.0;0.05;0.0;28.96
960.0;0.05;0.0;28.95
1020.0;0.06;0.0;28.94
1080.0;0.05;0.0;28.93
1140.0;0.05;0.0;28.92
1200.0;0.06;0.0;28.91
1260.0;0.05;0.0;28.89
1320.0;0.05;0.0;28.89
1380.0;0.05;0.0;28.88
1440.0;0.05;0.0;28.87
1500.0;0.05;0.0;28.86
1560.0;0.05;0.0;28.85
1620.0;0.04;0.0;28.83
1680.0;0.05;0.0;28.83
1740.0;0.05;0.0;28.81
1800.0;0.05;0.0;28.8
1860.0;0.05;0.0;28.8
1920.0;0.05;0.0;28.79
1980.0;0.04;0.0;28.77
2040.0;0.04;0.0;28.78
2100.0;0.04;0.0;28.76
2160.0;0.04;0.0;28.75
2220.0;0.04;0.0;28.75
2280.0;0.05;0.0;28.74
2340.0;0.04;0.0;28.73
2400.0;0.03;0.0;28.71
2460.0;0.05;0.0;28.71
2520.0;0.05;0.0;28.72
2580.0;0.05;0.0;28.7
2640.0;0.04;0.0;28.69
2700.0;0.04;0.0;28.69
2760.0;0.05;0.0;28.68
2820.0;0.05;0.0;28.67
2880.0;0.05;0.0;28.67
2940.0;0.04;0.0;28.67
3000.0;0.05;0.0;28.66
0.0;0.05;0.0;28.67
60.0;0.04;0.0;28.58
0.0;0.04;0.0;28.52
60.0;0.04;0.0;28.51
120.0;0.04;0.0;28.51
180.0;0.04;0.0;28.52
240.0;0.04;0.0;28.51
300.0;0.04;0.0;28.5
360.0;0.03;0.0;28.5
420.0;0.03;0.0;28.5
480.0;0.03;0.0;28.5
540.0;0.04;0.0;28.48
600.0;0.04;0.0;28.49
660.0;0.04;0.0;28.48
0.0;0.03;0.0;28.48
60.0;0.04;0.0;28.48
120.0;0.05;0.0;28.48
180.0;0.03;0.0;28.47
240.0;0.04;0.0;28.47
300.0;0.04;0.0;28.48
360.0;0.04;0.0;28.47
420.0;0.04;0.0;28.47
480.0;0.04;0.0;28.46
540.0;0.04;0.0;28.46
600.0;0.04;0.0;28.45
660.0;0.04;0.0;28.46
720.0;0.03;0.0;28.45
780.0;0.03;0.0;28.43
840.0;0.04;0.0;28.44
900.0;0.04;0.0;28.43
960.0;0.04;0.0;28.44
1020.0;0.04;0.0;28.43
1080.0;0.04;0.0;28.43
1140.0;0.03;0.0;28.43
1200.0;0.04;0.0;28.43
1260.0;0.04;0.0;28.43
1320.0;0.04;0.0;28.43
0.0;0.04;0.0;28.42
60.0;0.04;0.0;28.43
120.0;0.04;0.0;28.42
0.0;0.03;0.0;28.42
60.0;0.04;0.0;28.42
120.0;0.04;0.0;28.43
180.0;0.04;0.0;28.42
240.0;0.04;0.0;28.41
300.0;0.04;0.0;28.42
360.0;0.04;0.0;28.41
420.0;0.04;0.0;28.41
480.0;0.04;0.0;28.4
540.0;0.04;0.0;28.4
600.0;0.03;0.0;28.4
660.0;0.04;0.0;28.39
720.0;0.04;0.0;28.39
780.0;0.04;0.0;28.39
840.0;0.05;0.0;28.39
900.0;0.04;0.0;28.39
960.0;0.04;0.0;28.39
1020.0;0.04;0.0;28.39
1080.0;0.04;0.0;28.39
1140.0;0.03;0.0;28.38
1200.0;0.04;0.0;28.38
1260.0;0.03;0.0;28.38
1320.0;0.04;0.0;28.38
1380.0;0.03;0.0;28.36
1440.0;0.04;0.0;28.37
1500.0;0.05;0.0;28.37
1560.0;0.05;0.0;28.37
1620.0;0.03;0.0;28.37
1680.0;0.04;0.0;28.37
1740.0;0.04;0.0;28.37
1800.0;0.04;0.0;28.36
1860.0;0.03;0.0;28.35
1920.0;0.04;0.0;28.35
1980.0;0.04;0.0;28.36
2040.0;0.04;0.0;28.35
2100.0;0.03;0.0;28.35
0.0;26.11;3.01;26.37
60.0;26.14;3.01;26.39
120.0;26.16;3.02;26.43
180.0;26.18;3.02;26.45
240.0;26.2;3.02;26.48
300.0;26.23;3.02;26.5
360.0;26.26;3.02;26.52
420.0;26.28;3.02;26.54
480.0;26.29;3.02;26.56
540.0;26.32;3.02;26.58
600.0;26.33;3.02;26.61
660.0;26.36;3.02;26.63
720.0;26.38;3.02;26.66
780.0;26.4;3.02;26.68
840.0;26.42;3.02;26.71
900.0;26.45;3.02;26.72
960.0;26.47;3.02;26.75
1020.0;26.49;3.02;26.76
1080.0;26.51;3.02;26.8
1140.0;26.55;3.02;26.82
1200.0;26.57;3.02;26.85
1260.0;26.59;3.02;26.87
1320.0;26.62;3.02;26.9
1380.0;26.65;3.02;26.93
1440.0;26.67;3.02;26.95
1500.0;26.7;3.02;26.97
1560.0;26.72;3.02;27.0
1620.0;26.75;3.02;27.03
1680.0;26.77;3.02;27.07
1740.0;26.81;3.02;27.09
1800.0;26.84;3.02;27.12
1860.0;26.87;3.02;27.16
1920.0;26.89;3.02;27.19
1980.0;26.93;3.02;27.21
2040.0;26.96;3.02;27.24
2100.0;26.98;3.02;27.27
2160.0;27.03;3.02;27.31
2220.0;27.05;3.02;27.33
2280.0;27.09;3.02;27.37
2340.0;27.11;3.02;27.4
2400.0;27.15;3.02;27.42
2460.0;27.17;3.02;27.46
2520.0;27.21;3.02;27.5
2580.0;27.24;3.02;27.53
2640.0;27.27;3.02;27.55
2700.0;27.31;3.02;27.59
2760.0;27.34;3.02;27.62
2820.0;27.37;3.02;27.64
2880.0;27.39;3.02;27.69
2940.0;27.42;3.02;27.72
3000.0;27.45;3.03;27.74
3060.0;27.48;3.03;27.76
3120.0;27.51;3.02;27.81
3180.0;27.54;3.02;27.83
3240.0;27.57;3.02;27.86
3300.0;27.6;3.03;27.89
3360.0;27.62;3.02;27.92
3420.0;27.65;3.02;27.95
3480.0;27.67;3.02;27.98
3540.0;27.71;3.02;28.0
3600.0;27.74;3.02;28.03
0.0;28.99;1.57;29.03
60.0;29.0;1.55;29.04
120.0;29.0;1.55;29.04
180.0;29.0;1.54;29.04
240.0;29.0;1.54;29.03
300.0;29.0;1.53;29.04
360.0;29.0;1.52;29.04
